food_name,calories_kcal,protein_g,carbs_g,fat_g,sodium_mg,sugar_g
"SAUCE,CHS,RTS",174.0,6.71,6.83,13.29,828.0,0.0
"SAUCE,PASTA,SPAGHETTI/MARINARA,RTS",49.0,1.41,7.53,1.48,419.0,0.0
"CAMPBELL SOUP COMP,PREGO PASTA,TRADITIONAL ITALIAN SAU,RTS",54.0,1.54,10.0,1.15,369.0,0.0
"SOUP,CRM OF CHICK,CND,COND,RED NA",58.0,1.8,9.5,1.3,357.0,0.0
"SOUP,TOMATO,CND,COND,RED NA",65.0,1.61,13.41,0.56,22.0,0.0
"GRAVY,BROWN INST,DRY",380.0,8.53,59.78,11.85,5053.0,0.0
"GRAVY,INST BF,DRY",369.0,9.8,61.1,9.48,5203.0,0.0
"GRAVY,INST TURKEY,DRY",409.0,11.72,57.56,14.66,4090.0,0.0
"SAUCE,ALFREDO MIX,DRY",535.0,15.32,36.52,36.35,2590.0,0.0
"SAUCE,PEPPERS,HOT,CHILI,MATURE RED,CND",21.0,0.9,3.9,0.6,25.0,0.0
"SAUCE,CHILI,PEPPERS,HOT,IMMAT GRN,CND",20.0,0.7,5.0,0.1,25.0,0.0
FISH BROTH,16.0,2.0,0.4,0.6,318.0,0.0
"SOUP,TOMATO,LO NA,W/H2O",30.0,0.79,6.57,0.28,33.0,0.0
"SOUP,PEA,LO NA,PREP W/ EQ VOLUME H2O",62.0,3.2,9.88,1.09,10.0,0.0
"SOUP,CHICK NOODLE,LO NA,CND,PREP W/ EQ VOLUME H2O",25.0,1.27,2.95,0.95,173.0,0.0
"SOUP,VEG SOUP,COND,LO NA,PREP W/ EQ VOLUME H2O",33.0,1.1,6.06,0.45,194.0,0.0
"SOUP,CRM OF MUSHROOM,LO NA,RTS,CND",53.0,1.0,4.53,3.7,20.0,0.0
"POTATO SOUP,INST,DRY MIX",343.0,9.2,76.14,3.1,612.0,0.0
"SOUP,CHICK BROTH,LO NA,CND",16.0,2.0,1.2,0.6,30.0,0.0
"SAUCE,WORCESTERSHIRE",78.0,0.0,19.46,0.0,980.0,0.0
"SAUCE,TOMATO CHILI SAU,BTLD,W/SALT",104.0,2.5,19.79,0.3,1338.0,0.0
"SAUCE,TOMATO CHILI SAU,BTLD,NO SALT,LO NA",104.0,2.5,28.73,0.3,20.0,0.0
"SOUP,VEG CHICK,CND,PREP W/ H2O,LO NA",69.0,5.1,8.76,2.0,35.0,0.0
"SAUCE,BARBECUE,LO NA",150.0,0.0,36.25,0.29,133.0,0.0
"SAUCE,PASTA,SPAGHETTI/MARINARA,RTS,LO NA",51.0,1.41,8.06,1.48,30.0,0.0
"GRAVY,MEAT OR POULTRY,LO NA,PREP",53.0,3.8,6.16,2.4,18.0,0.0
"SOUP,BF & MUSHROOM,LO NA,CHUNK STYLE",69.0,4.3,9.58,2.3,25.0,0.0
ADOBO FRESCO,271.0,2.0,18.6,20.9,17152.0,0.0
"SOUP,BF STROGANOFF,CND,CHUNKY STYLE,RTS",98.0,5.1,9.0,4.6,435.0,0.0
"SOUP,BOUILLON CUBES&GRANULES,LO NA,DRY",438.0,16.7,64.88,13.89,1067.0,0.0
"SOUP,RAMEN NOODLE,BF FLAVOR,DRY",436.0,10.29,63.27,15.71,2002.0,0.0
"SOUP,RAMEN NOODLE,CHICK FLAVOR,DRY",437.0,10.66,63.57,15.55,2071.0,0.0
"SOUP,SWANSON CHICK BROTH 99% FAT FREE",4.0,0.54,0.14,0.17,409.0,0.0
"GRAVY,HEINZ HOME STYLE SAVORY BF GRAVY",39.0,1.09,6.24,1.13,587.0,0.0
"CAMPBELL SOUP COMPANY,HEALTHY REQUEST,CHICK NOODLE SOUP,COND",48.0,2.38,6.35,1.59,325.0,0.0
"CAMPBELL SOUP COMPANY,HEALTHY REQUEST,CRM OF CELERY,COND",56.0,0.81,9.68,1.61,331.0,0.0
"CAMPBELL SOUP COMPANY,HEALTHY REQUEST,CRM OF MUSHROOM ,COND",56.0,1.61,8.06,1.61,331.0,0.0
"CAMPBELL SOUP,HEALTHY REQUEST,HOMESTYL CHICK NOODLE,COND",48.0,2.38,7.94,1.19,325.0,0.0
"CAMPBELL SOUP COMPANY,HEALTHY REQUEST,MINESTRONE SOUP,COND",63.0,2.38,11.9,0.4,325.0,0.0
"CAMPBELL SOUP COMPANY,HEALTHY REQUEST,TOMATO SOUP,COND",73.0,1.61,13.71,1.21,331.0,0.0
"CAMPBELL SOUP COMPANY,HEALTHY REQUEST,VEG SOUP,COND",79.0,3.17,15.87,0.79,325.0,0.0
"CAMPBELL SOUP,PREGO PASTA,CHUNKY GARDEN COMB ITALIAN SAU,RTS",54.0,1.54,10.0,1.15,362.0,0.0
"CAMPBELL,PREGO PASTA,CHNKY GRDN TMTO,ON & GRLIC ITAL SAU,RTS",72.0,1.6,10.4,2.4,376.0,0.0
"CAMPBELL SOUP COMPANY,CAMPBELL'S AU JUS GRAVY",8.0,1.69,0.0,0.0,390.0,0.0
"CAMPBELL SOUP COMPANY,CAMPBELL'S BF GRAVY",42.0,1.69,5.08,1.69,458.0,0.0
"CAMPBELL SOUP COMPANY,CAMPBELL'S BROWN GRAVY W/ ONIONS",42.0,0.0,6.78,1.69,559.0,0.0
"CAMPBELL SOUP COMPANY,CAMPBELL'S CHICK GRAVY",68.0,0.0,5.08,5.08,441.0,0.0
"BARBECUE LOAF,PORK,BEEF",173.0,15.84,6.4,8.9,1334.0,0.0
"BEERWURST,BEER SALAMI,PORK & BF",277.0,14.0,3.76,22.53,732.0,0.0
"BEERWURST,BEER SALAMI,PORK",238.0,14.24,2.06,18.8,1240.0,0.0
SAUSAGE  BERLINER  PORK  BF,230.0,15.27,2.59,17.2,1297.0,0.0
BLOOD SAUSAGE,379.0,14.6,1.29,34.5,680.0,0.0
BOCKWURST  PORK  VEAL  RAW,301.0,14.03,2.95,25.87,497.0,0.0
"BOLOGNA,BF",311.0,10.27,3.98,28.19,1080.0,0.0
"BOLOGNA,BF & PORK",308.0,15.2,5.49,24.59,960.0,0.0
"BOLOGNA,PORK",247.0,15.3,0.73,19.87,1184.0,0.0
BOLOGNA  TURKEY,209.0,11.42,4.68,16.05,1071.0,0.0
"BRATWURST,PORK,CKD",333.0,13.72,2.85,29.18,846.0,0.0
"BRAUNSCHWEIGER (A LIVER SAUSAGE),PORK",327.0,14.5,3.1,28.5,1160.0,0.0
"BROTWURST,PORK,BF,LINK",323.0,14.3,2.93,27.8,1112.0,0.0
"CHEESEFURTER,CHS SMOKIE,PORK,BF",328.0,14.1,1.37,29.0,1082.0,0.0
CHICKEN ROLL  LT MEAT,110.0,16.64,4.66,2.73,1059.0,0.0
CHICKEN SPRD,158.0,18.01,4.05,17.56,722.0,0.0
"CHORIZO,PORK AND BEEF",455.0,24.1,1.86,38.27,1235.0,0.0
"CORNED BEEF LOAF,JELLIED",153.0,22.9,0.0,6.1,953.0,0.0
"DUTCH BRAND LOAF,CHICK,PORK & BF",273.0,12.0,3.93,22.91,1055.0,0.0
"FRANKFURTER,BF,UNHTD",313.0,11.18,3.72,27.8,1037.0,0.0
FRANKFURTER  BF & PORK,305.0,11.53,1.72,27.64,1120.0,0.0
"FRANKFURTER,CHICK",223.0,15.51,2.74,16.19,844.0,0.0
"FRANKFURTER,TURKEY",223.0,12.23,3.81,17.29,1078.0,0.0
"HAM,CHOPPED,CANNED",239.0,16.06,0.26,18.83,1365.0,0.0
"HAM,SLICED,PREPACKAGED (96% FAT FREE,H2O ADDED)",105.0,16.47,0.59,3.61,1203.0,0.0
"HAM,SLICED,REG (APPROX 11% FAT)",163.0,16.6,3.83,8.6,1304.0,0.0
"HAM,MINCED",263.0,16.28,1.84,20.68,1245.0,0.0
"HEADCHEESE,PORK",157.0,13.83,0.0,10.9,830.0,0.0
HONEY LOAF  PORK  BF,125.0,11.12,9.98,4.47,1320.0,0.0
"SAUSAGE,ITALIAN,PORK,RAW",346.0,14.25,0.65,31.33,731.0,0.0
"KIELBASA,KOLBASSY,PORK,BF,NONFAT DRY MILK",309.0,12.23,2.81,27.29,904.0,0.0
KNACKWURST  KNOCKWURST  PORK  BF,307.0,11.1,3.2,27.7,930.0,0.0
LEBANON BOLOGNA  BF,172.0,19.03,0.44,10.44,1374.0,0.0
"LIVER CHEESE,PORK",304.0,15.2,2.1,25.6,1225.0,0.0
"LIVER SAUSAGE,LIVERWURST,PORK",326.0,14.1,2.2,28.5,860.0,0.0
"LUNCHEON MEAT,BEEF,LOAVED",308.0,14.4,2.9,26.2,1329.0,0.0
"LUNCHEON MEAT,BF,THIN SLICED",117.0,17.94,2.59,3.4,1117.0,0.0
"USDA CMDTY,LUNCHEON MEAT,CND",189.0,17.5,1.04,12.77,820.0,0.0
"LUNCHEON MEAT,PORK,CANNED",334.0,12.5,2.1,30.3,1289.0,0.0
"TURKEY BREAST,LO SALT,PREPACKAGED OR DELI,LUNCHEON MEAT",116.0,22.81,4.21,0.88,772.0,0.0
"LUNCHEON MEAT,PORK,BEEF",353.0,12.59,2.33,32.16,1293.0,0.0
"MORTADELLA,BEEF,PORK",311.0,16.37,3.05,25.39,1246.0,0.0
"OLIVE LOAF,PORK",235.0,11.8,9.2,16.5,1484.0,0.0
"PASTRAMI,TURKEY",133.0,16.3,1.79,6.21,981.0,0.0
"PATE,CHICKEN LIVER,CANNED",201.0,13.45,6.55,13.1,386.0,0.0
"PATE,GOOSE LIVER,SMOKED,CND",462.0,11.4,4.67,43.84,697.0,0.0
"PATE,LIVER,NOT SPECIFIED,CND",319.0,14.2,1.5,28.0,697.0,0.0
PEPPERED LOAF  PORK  BF,149.0,17.3,4.53,6.37,1523.0,0.0
"PEPPERONI,PORK,BEEF",494.0,22.68,0.0,43.98,1653.0,0.0
"PICKLE&PIMIENTO LOAF,PORK",225.0,11.23,8.46,15.95,1304.0,0.0
"POLISH SAUSAGE,PORK",326.0,14.1,1.63,28.72,876.0,0.0
"LUXURY LOAF,PORK",141.0,18.4,4.9,4.8,1225.0,0.0
"MOTHER'S LOAF,PORK",282.0,12.07,7.53,22.3,1127.0,0.0
"PICNIC LOAF,PORK,BEEF",232.0,14.92,4.76,16.64,1164.0,0.0
"PORK SAUSAGE,FRSH,RAW",304.0,15.09,0.0,26.53,636.0,0.0
"PORK SAUSAGE,FRSH,CKD",339.0,19.43,0.0,28.36,749.0,0.0
"PORK&BF SAUSAGE,FRSH,CKD",396.0,13.8,2.7,36.25,805.0,0.0
"TURKEY SAUSAGE,RED FAT,BROWN&SERVE,CKD",204.0,17.0,10.92,10.3,617.0,0.0
POULTRY SALAD SNDWCH SPRD,200.0,11.64,7.41,13.52,653.0,0.0
SALAMI  CKD  BF,261.0,12.6,1.9,22.2,1140.0,0.0
"SALAMI,CKD,BF&PORK",336.0,21.85,2.4,25.9,1449.0,0.0
"SALAMI,COOKED,TURKEY",172.0,19.3,1.55,9.21,1004.0,0.0
"SALAMI,DRY OR HARD,PORK",407.0,22.58,1.6,33.72,2260.0,0.0
"SALAMI,DRY OR HARD,PORK,BF",385.0,23.2,3.8,30.05,2010.0,0.0
"SANDWICH SPREAD,PORK,BEEF",235.0,7.66,11.94,17.34,1013.0,0.0
"SMOKED LINK SAUSAGE,PORK",307.0,11.98,0.18,28.23,827.0,0.0
"SAUSAGE,SMOKED LINK SAUSAGE,PORK & BF",320.0,12.0,2.42,28.73,911.0,0.0
"SMOKED LINK SAUSAGE,PORK&BF,FLR&NONFAT DRY MILK",268.0,13.97,3.96,21.43,1272.0,0.0
"SMOKED LINK SAUSAGE,PORK&BF,NONFAT DRY MILK",313.0,13.28,1.92,27.61,1173.0,0.0
"THURINGER,CERVELAT,SMMR SAUSAGE,BF,PORK",362.0,17.45,3.33,30.43,1300.0,0.0
TURKEY BREAST MEAT,104.0,17.07,4.21,1.66,1015.0,0.0
"TURKEY HAM,CURED TURKEY THIGH MEAT",126.0,17.5,2.04,4.84,1114.0,0.0
"TURKEY BREAST,SLICED,PREPACKAGED",99.0,16.3,2.5,2.15,928.0,0.0
"TURKEY ROLL,LT&DK MEAT",149.0,18.14,2.12,6.99,586.0,0.0
"SAUSAGE,VIENNA,CND,CHICK,BF,PORK",230.0,10.5,2.6,19.4,969.0,0.0
"HONEY ROLL SAUSAGE,BEEF",182.0,18.58,2.18,10.5,1322.0,0.0
"SAUSAGE,ITALIAN,PORK,CKD",344.0,19.12,4.27,27.31,1207.0,0.0
"LUNCHEON SAUSAGE,PORK&BF",260.0,15.38,1.58,20.9,1182.0,0.0
"NEW ENGLAND BRAND SAUSAGE,PORK,BF",161.0,17.27,4.83,7.58,1220.0,0.0
"OSCAR MAYER,BOLOGNA (CHICK,PORK,BF)",318.0,10.9,2.4,29.4,1033.0,0.0
"OSCAR MAYER,BOLOGNA (BEEF)",316.0,11.05,2.45,29.1,1179.0,0.0
"OSCAR MAYER,BOLOGNA (BEEF LIGHT)",200.0,11.75,5.6,14.5,1151.0,0.0
"OSCAR MAYER,BOLOGNA (FAT FREE)",79.0,12.6,6.0,0.6,977.0,0.0
OSCAR MAYER  BOLOGNA LIGHT (PORK  CHICK  BEEF),202.0,11.5,5.7,14.75,1117.0,0.0
OSCAR MAYER. BOLOGNA (WISCONSIN MADE RING),313.0,11.8,2.6,28.4,827.0,0.0
"OSCAR MAYER,BRAUNSCHWEIGER LIVER SAUSAGE (SLICED)",331.0,14.25,2.6,29.35,1159.0,0.0
"OSCAR MAYER,BRAUNSCHWEIGER LIVER SAUSAGE (SAREN TUBE)",341.0,14.2,2.3,30.6,1118.0,0.0
OSCAR MAYER  CHICKEN BREAST (HONEY GLAZED),109.0,19.85,3.95,1.5,1438.0,0.0
"OSCAR MAYER,CHICK BREAST (OVEN RSTD,FAT FREE)",85.0,18.3,1.7,0.6,1242.0,0.0
OSCAR MAYER  HAM & CHEESE LOAF,234.0,13.85,3.75,18.2,1167.0,0.0
"OSCAR MAYER,HAM (CHOPPED W/ NAT JUICE)",180.0,16.3,3.65,11.15,1249.0,0.0
OSCAR MAYER  HAM (WATER ADDED  BKD CKD 96% FAT FREE),104.0,16.3,1.83,3.52,1242.0,0.0
"OSCAR MAYER,HAM (H2O ,BLD)",104.0,16.6,1.2,3.7,1348.0,0.0
"OSCAR MAYER,HAM (H2O ,HONEY)",111.0,16.7,3.1,3.5,1248.0,0.0
"OSCAR MAYER,HAM (H2O ,SMOKED,CKD)",99.0,16.6,0.1,3.6,1214.0,0.0
"OSCAR MAYER,HAM (40%HAM/WATER PRODUCT,SMOKED,FAT FREE)",72.0,14.6,1.9,0.7,1084.0,0.0
"OSCAR MAYER,HEAD CHEESE",185.0,15.7,0.0,13.5,1073.0,0.0
"OSCAR MAYER,LIVER CHS,PORK FAT WRAPPED",313.0,15.2,2.6,26.4,1105.0,0.0
"OSCAR MAYER,LUNCHEON LOAF (SPICED)",234.0,13.5,7.0,16.9,1226.0,0.0
"OSCAR MAYER,OLD FASHIONED LOAF",231.0,13.1,8.0,16.3,1184.0,0.0
"OSCAR MAYER,OLIVE LOAF (CHICK,PORK,TURKEY)",263.0,9.9,6.9,21.8,1318.0,0.0
"OSCAR MAYER,PICKLE PIMIENTO LOAF (W/CHICK)",269.0,9.6,9.1,21.6,1275.0,0.0
"OSCAR MAYER,PORK SAUSAGE LINKS (CKD)",343.0,16.3,1.0,30.5,836.0,0.0
"OSCAR MAYER,SALAMI BF COTTO",206.0,14.2,1.9,15.7,1309.0,0.0
"OSCAR MAYER,SALAMI COTTO (BF,PORK,CHICK)",245.0,13.4,2.2,20.3,1095.0,0.0
"OSCAR MAYER,SALAMI (FOR BEER)",225.0,13.5,1.9,18.2,1231.0,0.0
"OSCAR MAYER,SALAMI (GENOA)",388.0,20.7,1.2,33.3,1826.0,0.0
"OSCAR MAYER,SALAMI (HARD)",368.0,25.9,1.6,28.7,1976.0,0.0
"OSCAR MAYER,SNDWCH SPRD (PORK,CHICK,BF)",237.0,6.5,15.4,16.6,821.0,0.0
"OSCAR MAYER,SMOKIE LINKS SAUSAGE",302.0,12.4,1.7,27.3,1007.0,0.0
OSCAR MAYER  SMOKIES (BEEF),296.0,12.25,1.95,26.65,967.0,0.0
"OSCAR MAYER,SMOKIES (CHS)",303.0,12.9,1.8,27.1,1046.0,0.0
"OSCAR MAYER,SMOKIES SAUSAGE LITTLE (PORK,TURKEY)",301.0,12.4,1.8,27.1,1022.0,0.0
"OSCAR MAYER,SMOKIES SAUSAGE LITTLE CHS (PORK,TURKEY)",315.0,13.5,1.7,28.2,1036.0,0.0
"OSCAR MAYER,SMMR SAUSAGE BF THURINGER CERVELAT",309.0,14.6,1.9,27.0,1424.0,0.0
"OSCAR MAYER,SMMR SAUSAGE THURINGER CERVALAT",304.0,14.9,0.9,26.7,1430.0,0.0
"OSCAR MAYER,TURKEY BREAST (SMOKED,FAT FREE)",80.0,14.9,3.6,0.6,1095.0,0.0
"OSCAR MAYER,WIENERS (PORK,TURKEY)",327.0,10.95,2.7,29.9,988.0,0.0
"OSCAR MAYER,WIENERS (BEEF FRANKS)",327.0,11.35,2.35,30.26,1025.0,0.0
OSCAR MAYER  WIENERS (BEEF FRANKS  BUN LENGTH),324.0,11.1,2.65,30.1,1025.0,0.0
"OSCAR MAYER,WIENERS (BEEF FRANKS,FAT FREE)",78.0,13.2,5.1,0.5,927.0,0.0
"OSCAR MAYER,WIENERS (BEEF FRANKS,LIGHT)",193.0,10.7,4.1,14.9,1079.0,0.0
"OSCAR MAYER,WIENERS (CHEESE HOT DOGS W/ TURKEY)",318.0,12.0,2.8,28.7,1143.0,0.0
"OSCAR MAYER,WIENERS (FAT FREE HOT DOGS)",73.0,12.6,4.3,0.6,974.0,0.0
"OSCAR MAYER,WIENERS (LIGHT PORK,TURKEY,BEEF)",194.0,12.1,2.8,14.9,1036.0,0.0
"OSCAR MAYER,WIENERS LITTLE (PORK,TURKEY)",311.0,10.9,2.3,28.7,1039.0,0.0
"LOUIS RICH,CHICK BREAST CLASSIC BKD /GRILL (CARVING BOARD)",98.0,19.7,3.7,0.5,1142.0,0.0
"LOUIS RICH,CHICK BREAST (OVEN RSTD DELUXE)",101.0,18.3,2.5,2.0,1188.0,0.0
"LOUIS RICH,CHICK (WHITE,OVEN RSTD)",128.0,17.0,2.3,5.6,1196.0,0.0
"LOUIS RICH,FRANKS (TURKEY & CHICK CHEESE)",201.0,12.7,5.1,14.5,1070.0,0.0
"LOUIS RICH,FRANKS (TURKEY & CHICKEN)",188.0,11.2,5.3,13.5,1136.0,0.0
LOUIS RICH  TURKEY BACON,250.0,15.1,1.7,20.3,1213.0,0.0
"LOUIS RICH,TURKEY BOLOGNA",184.0,11.3,4.85,13.2,1077.0,0.0
"LOUIS RICH,TURKEY BREAST & WHITE TURKEY (OVEN ROASTED)",99.0,17.1,3.25,2.0,966.0,0.0
"LOUIS RICH,TURKEY BREAST&WHITE TURKEY (SMOKED SLICED)",100.0,17.6,2.4,2.3,919.0,0.0
"LOUIS RICH,TURKEY (HONEY RSTD,FAT FREE)",102.0,19.3,4.5,0.8,1180.0,0.0
"LOUIS RICH,TURKEY BREAST (OVEN RSTD,FAT FREE)",84.0,15.0,4.5,0.7,1192.0,0.0
"LOUIS RICH,TURKEY BREAST (OVEN RSTD,PORTION FAT FREE)",90.0,19.1,1.9,0.7,1177.0,0.0
"LOUIS RICH,TURKEY BREAST (SMOKED,CARVING BOARD)",94.0,19.7,1.6,1.0,1201.0,0.0
"LOUIS RICH,TURKEY BREAST (SMOKED,PORTION FAT FREE)",93.0,19.3,2.2,0.8,1288.0,0.0
"LOUIS RICH,TURKEY HAM (10% H2O)",113.0,18.2,0.9,4.1,1127.0,0.0
"LOUIS RICH,TURKEY NUGGETS/STICKS (BREADED)",276.0,14.3,15.4,17.5,679.0,0.0
"LOUIS RICH,TURKEY SALAMI",147.0,15.3,0.4,9.4,1004.0,0.0
"LOUIS RICH,TURKEY SALAMI COTTO",149.0,15.0,0.9,9.5,1018.0,0.0
"LOUIS RICH,TURKEY SMOKED SAUSAGE",161.0,14.8,3.15,9.9,946.0,0.0
"BUTCHER BOY MEATS,INC.,TURKEY FRANKS",239.0,13.45,4.66,18.17,1162.0,0.0
"CARL BUDDIG,CKD CORNED BF,CHOPD,PRESSED",142.0,19.3,1.0,6.8,1342.0,0.0
"CARL BUDDIG,SMOKED SLICED CHICK,LT&DK MEAT",165.0,17.9,0.7,10.1,954.0,0.0
"CARL BUDDIG,SMOKED SLICED BF",139.0,19.3,0.6,6.5,1431.0,0.0
"CARL BUDDIG,SMOKED SLICED TURKEY,LT&DK MEAT",160.0,17.5,1.8,9.1,1096.0,0.0
"CARL BUDDIG. CKD SMOKED BF PASTRAMI,CHOPD,PRESSED",141.0,19.6,1.0,6.5,1056.0,0.0
"CARL BUDDIG,SMOKED SLICED HAM",163.0,18.5,1.1,9.3,1381.0,0.0
HORMEL SPAM  LUNCHEON MEAT  PORK W/ HAM  MINCED  CND,310.0,13.24,3.03,27.24,1369.0,0.0
"HORMEL SPAM,LT LUNCH MT,PORK & CHICK,MINCED,CND,VIT C ADDED",191.0,15.23,1.35,13.9,1032.0,0.0
HORMEL PILLOW PAK SLICED TURKEY PEPPERONI,243.0,30.99,3.78,11.52,1858.0,0.0
HORMEL WRANGLER BEEF FRANKS,290.0,12.58,2.11,25.69,994.0,0.0
"TURKEY,PORK,&BF SAUSAGE,LOFAT,SMOKED",101.0,8.0,11.54,2.5,796.0,0.0
"USDA COMMODITY,PORK,SAUSAGE,BULK/LINKS/PATTIES,FRZ,CKD",267.0,19.76,0.0,20.26,540.0,0.0
"FRANKFURTER,BF,PORK,& TURKEY,FAT FREE",109.0,12.5,11.21,1.59,880.0,0.0
"LUNCHEON MEAT,PORK,HAM,&CHICK,MINCD,CND,RED NA,VIT C, (SPAM)",293.0,12.5,3.4,25.1,946.0,0.0
"USDA COMMODITY,PORK SAUSAGE,BULK/LINKS/PATTIES,FRZ,RAW",231.0,14.95,0.0,18.56,507.0,0.0
"LUNCHEON MEAT,PORK W/HAM,MINCED,CND,INCL SPAM (HORMEL)",315.0,13.4,4.6,26.6,1330.0,0.0
"LUNCHEON MEAT,PORK&CHICK,MINCED,CND,INCL SPAM LITE",196.0,15.23,1.35,13.9,1032.0,0.0
BRATWURST  VEAL  CKD,341.0,13.99,0.0,31.7,60.0,0.0
LIVERWURST SPRD,305.0,12.38,5.89,25.45,700.0,0.0
ROAST BF SPRD,223.0,15.27,3.73,16.28,724.0,0.0
SALAMI  PORK  BF  LESS NA,396.0,15.01,15.38,30.5,623.0,0.0
SAUSAGE  ITALIAN  SWT  LINKS,149.0,16.13,2.1,8.42,570.0,0.0
SAUSAGE  POLISH  BF W/ CHICK  HOT,259.0,17.6,3.6,19.4,1540.0,0.0
SAUSAGE  POLISH  PORK & BF  SMOKED,301.0,12.07,1.98,26.56,848.0,0.0
SAUSAGE  PORK & BF  W/ CHEDDAR CHS  SMOKED,296.0,12.89,2.13,25.84,848.0,0.0
SAUSAGE  SMMR  PORK & BF  STKS  W/ CHEDDAR CHS,426.0,19.43,1.82,37.91,1483.0,0.0
SAUSAGE  TURKEY  BRKFST LINKS  MILD,235.0,15.42,1.56,18.09,585.0,0.0
SWISSWURST  PORK & BF  W/ SWISS CHS  SMOKED,307.0,12.69,1.6,27.37,827.0,0.0
BACON & BF STKS,517.0,29.1,0.8,44.2,1420.0,0.0
BRATWURST  BF & PORK  SMOKED,297.0,12.2,2.0,26.34,848.0,0.0
"BRATWURST,CHICK,CKD",176.0,19.44,0.0,10.35,72.0,0.0
BRATWURST  PORK  BF & TURKEY  LITE  SMOKED,186.0,14.45,1.62,13.53,982.0,0.0
PASTRAMI  BF  98% FAT-FREE,95.0,19.6,1.54,1.16,1010.0,0.0
SALAMI  ITALIAN  PORK,425.0,21.7,1.2,37.0,1890.0,0.0
SAUSAGE  ITALIAN  TURKEY  SMOKED,158.0,15.05,4.65,8.75,928.0,0.0
SAUSAGE  CHICK  BF  PORK  SKINLESS  SMOKED,216.0,13.6,8.1,14.3,1034.0,0.0
SAUSAGE  TURKEY  HOT  SMOKED,158.0,15.05,4.65,8.75,928.0,0.0
"YACHTWURST,W/ PISTACHIO NUTS,CKD",268.0,14.8,1.4,22.6,936.0,0.0
BEERWURST  PORK & BF,276.0,14.0,4.27,22.53,732.0,0.0
CHICKEN BREAST  FAT-FREE  MESQ FLAVOR  SLICED,80.0,16.8,2.25,0.39,1040.0,0.0
CHICKEN BREAST  OVEN-ROASTED  FAT-FREE  SLICED,79.0,16.79,2.17,0.39,1087.0,0.0
"KIELBASA,POLISH,TURKEY & BF,SMOKED",226.0,13.1,3.9,17.6,1200.0,0.0
OVEN-ROASTED CHICK BREAST ROLL,134.0,14.59,1.79,7.65,883.0,0.0
BOLOGNA  PORK & TURKEY  LITE,211.0,13.06,3.45,16.06,716.0,0.0
BOLOGNA  PORK  TURKEY & BF,336.0,11.56,6.66,29.25,1055.0,0.0
HAM  HONEY  SMOKED  CKD,122.0,17.93,7.27,2.37,900.0,0.0
"FRANKFURTER,PORK",269.0,12.81,0.28,23.68,816.0,0.0
MACARONI & CHS LOAF  CHICK  PORK & BF,228.0,11.76,11.63,14.96,3.0,0.0
SALAMI  ITALIAN  PORK & BF  DRY  SLICED  50% LESS NA,350.0,21.8,6.4,26.4,936.0,0.0
PATE  TRUFFLE FLAVOR,327.0,11.2,6.3,28.5,807.0,0.0
"TURKEY,BREAST,SMOKED,LEMON PEPPER FLAVOR,97% FAT-FREE",95.0,20.9,1.31,0.69,1160.0,0.0
TURKEY  WHITE  ROTISSERIE  DELI CUT,112.0,13.5,7.7,3.0,1200.0,0.0
FRANKFURTER  BF  HTD,322.0,11.69,2.66,29.36,852.0,0.0
FRANKFURTER  MEAT  HTD,278.0,9.77,4.9,24.31,1013.0,0.0
FRANKFURTER  MEAT,290.0,10.26,4.17,25.76,1090.0,0.0
"SCRAPPLE,PORK",213.0,8.06,14.06,13.87,659.0,0.0
"BOLOGNA,CHICK,TURKEY,PORK",298.0,9.88,5.65,26.18,922.0,0.0
"PORK SAUSAGE,PRE-COOKED",378.0,14.49,0.0,35.04,752.0,0.0
"BEEF SAUSAGE,PRE-COOKED",405.0,15.5,0.03,37.57,910.0,0.0
"TURKEY SAUSAGE,FRSH,RAW",155.0,18.79,0.47,8.08,593.0,0.0
"BEEF SAUSAGE,FRSH,CKD",332.0,18.21,0.35,27.98,652.0,0.0
"PORK & TURKEY SAUSAGE,PRE-COOKED",342.0,12.05,3.63,30.64,876.0,0.0
"TURKEY SAUSAGE,FRSH,CKD",196.0,23.89,0.0,10.44,665.0,0.0
"BOLOGNA,CHICK,PORK,BF",272.0,11.33,5.61,22.73,1120.0,0.0
"BOLOGNA,CHICK,PORK",336.0,10.31,4.19,30.61,1240.0,0.0
"CEREALS RTE,KELLOGG,KELLOGG'S ALL-BRAN ORIGINAL",260.0,13.14,74.24,4.9,258.0,0.0
"CEREALS RTE,POST,ALPHA-BITS",385.0,8.1,83.7,3.8,634.0,0.0
"CEREALS RTE,KELLOGG,KELLOGG'S APPL JACKS",366.0,5.0,88.2,1.9,459.0,0.0
"CEREALS RTE,KELLOGG,KELLOGG'S ALL-BRAN BRAN BUDS",250.0,7.0,80.0,2.15,676.0,0.0
"CEREALS RTE,QUAKER,CAP'N CRUNCH",398.0,4.39,85.51,5.12,754.0,0.0
"CEREALS RTE,QUAKER,CAP'N CRUNCH W/ CRUNCHBERRIES",397.0,4.45,85.9,4.83,725.0,0.0
"CEREALS RTE,QUAKER,CAP'N CRUNCH'S PNUT BUTTER CRUNCH",417.0,7.1,78.65,9.23,742.0,0.0
"CEREALS RTE,GENERAL MILLS,CHEERIOS",367.0,11.33,74.68,5.9,571.0,0.0
